fill	x	y	xmin	xmax	ymin	ymax
#FFFFFF	3.5	2.25	3.375	3.625	2.125	2.375
#ACACAC	3	1.5	2.875	3.125	1.375	1.625
#999999	3.25	2	3.125	3.375	1.875	2.125
#FFFFFF	4	3.5	3.875	4.125	3.375	3.625
#888888	2.5	0	2.375	2.625	-0.125	0.125
#CFCFCF	3.5	2	3.375	3.625	1.875	2.125
#A6A6A6	2.75	1.5	2.625	2.875	1.375	1.625
#3B3B3B	1.5	0	1.375	1.625	-0.125	0.125
#787878	2.25	1	2.125	2.375	0.875	1.125
#808080	2.25	0	2.125	2.375	-0.125	0.125
#909090	2.5	1	2.375	2.625	0.875	1.125
#BABABA	3.25	1.5	3.125	3.375	1.375	1.625
#969696	2.75	0	2.625	2.875	-0.125	0.125
#BABABA	3.25	1	3.125	3.375	0.875	1.125
#717171	2	1	1.875	2.125	0.875	1.125
#BABABA	3	2	2.875	3.125	1.875	2.125
#3B3B3B	1.25	0	1.125	1.375	-0.125	0.125
#ACACAC	3	1	2.875	3.125	0.875	1.125
#7B7B7B	2.75	1	2.625	2.875	0.875	1.125
#646464	2	0	1.875	2.125	-0.125	0.125
#E1E1E1	1.75	1.5	1.625	1.875	1.375	1.625
#7B7B7B	1.75	1	1.625	1.875	0.875	1.125
#BABABA	2.5	1.5	2.375	2.625	1.375	1.625
#FFFFFF	3.25	2.25	3.125	3.375	2.125	2.375
#CFCFCF	2.5	2	2.375	2.625	1.875	2.125
#CFCFCF	3.5	2.5	3.375	3.625	2.375	2.625
#C3C3C3	2.25	1.5	2.125	2.375	1.375	1.625
#6F6F6F	1.5	1	1.375	1.625	0.875	1.125
#FFFFFF	3.75	2.75	3.625	3.875	2.625	2.875
#2E2E2E	1	0	0.875	1.125	-0.125	0.125
#A6A6A6	2.75	2	2.625	2.875	1.875	2.125
#4E4E4E	1.75	0	1.625	1.875	-0.125	0.125
#868686	1.25	1	1.125	1.375	0.875	1.125
#252525	0.5	0	0.375	0.625	-0.125	0.125
#2F2F2F	0.75	0	0.625	0.875	-0.125	0.125
#2A2A2A	0.25	0	0.125	0.375	-0.125	0.125
#A2A2A2	0.75	1	0.625	0.875	0.875	1.125
#7C7C7C	1	1	0.875	1.125	0.875	1.125
#E1E1E1	2	1.5	1.875	2.125	1.375	1.625
#9D9D9D	0.5	1	0.375	0.625	0.875	1.125
#FFFFFF	1.5	2	1.375	1.625	1.875	2.125
#FFFFFF	2.25	2	2.125	2.375	1.875	2.125
#000000	0	0	-0.125	0.125	-0.125	0.125
#FFFFFF	2	2	1.875	2.125	1.875	2.125
#ACACAC	0.25	1	0.125	0.375	0.875	1.125
#FFFFFF	1.5	1.5	1.375	1.625	1.375	1.625
#FFFFFF	1.75	2	1.625	1.875	1.875	2.125
#FFFFFF	1	1.5	0.875	1.125	1.375	1.625
