fill	x	y	xmin	xmax	ymin	ymax
#000000	0	0	-0.125	0.125	-2.5	2.5
#060606	-0.25	0	-0.375	-0.125	-2.5	2.5
#888888	1.5	5	1.375	1.625	2.5	7.5
#101010	0.5	0	0.375	0.625	-2.5	2.5
#212121	1	0	0.875	1.125	-2.5	2.5
#303030	-1.25	0	-1.375	-1.125	-2.5	2.5
#606060	3.25	0	3.125	3.375	-2.5	2.5
#050505	0.25	0	0.125	0.375	-2.5	2.5
#111111	-0.5	0	-0.625	-0.375	-2.5	2.5
#434343	2	0	1.875	2.125	-2.5	2.5
#B5B5B5	4.5	5	4.375	4.625	2.5	7.5
#888888	4.25	0	4.125	4.375	-2.5	2.5
#181818	-0.75	0	-0.875	-0.625	-2.5	2.5
#707070	3.5	0	3.375	3.625	-2.5	2.5
#555555	-2.5	0	-2.625	-2.375	-2.5	2.5
#404040	-1.75	0	-1.875	-1.625	-2.5	2.5
#3B3B3B	-1.5	0	-1.625	-1.375	-2.5	2.5
#373737	1.5	0	1.375	1.625	-2.5	2.5
#545454	2.75	0	2.625	2.875	-2.5	2.5
#7B7B7B	-3.75	0	-3.875	-3.625	-2.5	2.5
#929292	-4	0	-4.125	-3.875	-2.5	2.5
#292929	-1	0	-1.125	-0.875	-2.5	2.5
#1A1A1A	0.75	0	0.625	0.875	-2.5	2.5
#5E5E5E	-3	0	-3.125	-2.875	-2.5	2.5
#454545	1.75	0	1.625	1.875	-2.5	2.5
#323232	1.25	0	1.125	1.375	-2.5	2.5
#616161	-2	0	-2.125	-1.875	-2.5	2.5
#6D6D6D	-3.5	0	-3.625	-3.375	-2.5	2.5
#7F7F7F	4	0	3.875	4.125	-2.5	2.5
#5E5E5E	-2.25	0	-2.375	-2.125	-2.5	2.5
#696969	2.25	0	2.125	2.375	-2.5	2.5
#6B6B6B	0.75	5	0.625	0.875	2.5	7.5
#797979	1	5	0.875	1.125	2.5	7.5
#808080	1.25	5	1.125	1.375	2.5	7.5
#8B8B8B	-2.75	0	-2.875	-2.625	-2.5	2.5
#959595	-1.75	5	-1.875	-1.625	2.5	7.5
#9E9E9E	-2	5	-2.125	-1.875	2.5	7.5
#ACACAC	-2.25	5	-2.375	-2.125	2.5	7.5
#787878	2.5	0	2.375	2.625	-2.5	2.5
#727272	0.5	5	0.375	0.625	2.5	7.5
#A8A8A8	3	0	2.875	3.125	-2.5	2.5
#B0B0B0	3.25	5	3.125	3.375	2.5	7.5
#B1B1B1	-3.25	5	-3.375	-3.125	2.5	7.5
#9F9F9F	2.25	5	2.125	2.375	2.5	7.5
#A5A5A5	2.5	5	2.375	2.625	2.5	7.5
#8C8C8C	-1.25	5	-1.375	-1.125	2.5	7.5
#B8B8B8	4.75	5	4.625	4.875	2.5	7.5
#989898	-1.5	5	-1.625	-1.375	2.5	7.5
#737373	-0.5	5	-0.625	-0.375	2.5	7.5
#A3A3A3	-0.75	10	-0.875	-0.625	7.5	12.5
#BBBBBB	-3	5	-3.125	-2.875	2.5	7.5
#707070	-0.75	5	-0.875	-0.625	2.5	7.5
#949494	2	5	1.875	2.125	2.5	7.5
#ACACAC	-0.25	5	-0.375	-0.125	2.5	7.5
#A0A0A0	-4.25	0	-4.375	-4.125	-2.5	2.5
#E0E0E0	5	5	4.875	5.125	2.5	7.5
#C6C6C6	3.5	5	3.375	3.625	2.5	7.5
#969696	1.75	5	1.625	1.875	2.5	7.5
#B5B5B5	-4.5	5	-4.625	-4.375	2.5	7.5
#BBBBBB	0.75	10	0.625	0.875	7.5	12.5
#9D9D9D	-1	10	-1.125	-0.875	7.5	12.5
#797979	-1	5	-1.125	-0.875	2.5	7.5
#BFC0C0	-4.75	5	-4.875	-4.625	2.5	7.5
#E0E0E0	-1	15	-1.125	-0.875	12.5	17.5
#B1B1B1	1	10	0.875	1.125	7.5	12.5
#ECECEC	1	15	0.875	1.125	12.5	17.5
#B7B7B7	1.25	10	1.125	1.375	7.5	12.5
#B3B3B3	-2.5	5	-2.625	-2.375	2.5	7.5
#B0B0B0	-4.5	0	-4.625	-4.375	-2.5	2.5
#BFC0C0	2.75	5	2.625	2.875	2.5	7.5
#A9A9A9	0.25	5	0.125	0.375	2.5	7.5
#B8B8B8	-2.75	5	-2.875	-2.625	2.5	7.5
#CDCDCD	1.75	10	1.625	1.875	7.5	12.5
#E0E0E0	4.5	0	4.375	4.625	-2.5	2.5
#CDCDCD	3.75	0	3.625	3.875	-2.5	2.5
#ECECEC	-1.25	20	-1.375	-1.125	17.5	22.5
#CDCDCD	-5	5	-5.125	-4.875	2.5	7.5
#D2D2D2	1.5	10	1.375	1.625	7.5	12.5
#B7B7B7	-1.5	10	-1.625	-1.375	7.5	12.5
#ADADAD	-1.25	10	-1.375	-1.125	7.5	12.5
#E0E0E0	-1.75	10	-1.875	-1.625	7.5	12.5
#FFFFFF	-2	10	-2.125	-1.875	7.5	12.5
#FFFFFF	1.25	15	1.125	1.375	12.5	17.5
#FFFFFF	3.75	5	3.625	3.875	2.5	7.5
#FFFFFF	-3.5	5	-3.625	-3.375	2.5	7.5
#FFFFFF	5.25	5	5.125	5.375	2.5	7.5
#ECECEC	3	5	2.875	3.125	2.5	7.5
#C9C9C9	-1.25	15	-1.375	-1.125	12.5	17.5
#FFFFFF	-5.25	5	-5.375	-5.125	2.5	7.5
#D8D8D8	-1.5	15	-1.625	-1.375	12.5	17.5
#FFFFFF	2	15	1.875	2.125	12.5	17.5
#FFFFFF	2.25	10	2.125	2.375	7.5	12.5
#FFFFFF	-1.75	25	-1.875	-1.625	22.5	27.5
#FFFFFF	-1.5	20	-1.625	-1.375	17.5	22.5
#CDCDCD	-1.75	15	-1.875	-1.625	12.5	17.5
#FFFFFF	0.5	10	0.375	0.625	7.5	12.5
#FFFFFF	-3.75	5	-3.875	-3.625	2.5	7.5
#FFFFFF	5.5	5	5.375	5.625	2.5	7.5
#FFFFFF	-2	20	-2.125	-1.875	17.5	22.5
