x	y	clickSelects	xmin	xmax	ymin	ymax
12080	24	12100,0	12055	12105	-1	49
12130	24	12150,0	12105	12155	-1	49
12130	74	12150,50	12105	12155	49	99
12180	74	12200,50	12155	12205	49	99
12180	124	12200,100	12155	12205	99	149
12230	124	12250,100	12205	12255	99	149
12230	174	12250,150	12205	12255	149	199
12280	174	12300,150	12255	12305	149	199
12280	224	12300,200	12255	12305	199	249
12330	224	12350,200	12305	12355	199	249
12330	274	12350,250	12305	12355	249	299
12380	274	12400,250	12355	12405	249	299
12180	24	12200,0	12155	12205	-1	49
12280	124	12300,100	12255	12305	99	149
12380	224	12400,200	12355	12405	199	249
12230	74	12250,50	12205	12255	49	99
12330	174	12350,150	12305	12355	149	199
12230	24	12250,0	12205	12255	-1	49
12280	74	12300,50	12255	12305	49	99
12330	124	12350,100	12305	12355	99	149
12380	174	12400,150	12355	12405	149	199
12430	224	12450,200	12405	12455	199	249
12280	24	12300,0	12255	12305	-1	49
12380	124	12400,100	12355	12405	99	149
12330	74	12350,50	12305	12355	49	99
12430	174	12450,150	12405	12455	149	199
12330	24	12350,0	12305	12355	-1	49
12380	74	12400,50	12355	12405	49	99
12430	124	12450,100	12405	12455	99	149
12480	174	12500,150	12455	12505	149	199
12380	24	12400,0	12355	12405	-1	49
12480	124	12500,100	12455	12505	99	149
12430	74	12450,50	12405	12455	49	99
12430	24	12450,0	12405	12455	-1	49
12480	74	12500,50	12455	12505	49	99
12530	124	12550,100	12505	12555	99	149
12480	24	12500,0	12455	12505	-1	49
12530	74	12550,50	12505	12555	49	99
12530	24	12550,0	12505	12555	-1	49
12580	74	12600,50	12555	12605	49	99
12580	24	12600,0	12555	12605	-1	49
12630	24	12650,0	12605	12655	-1	49
